0	43.4182877	-3.7914592
1	43.414342	-3.711011
2	43.4615479	-3.835849
3	43.4266138	-3.860146
4	43.4588396	-3.9277115
5	43.4144386	-3.9402046
6	43.4563628	-3.8494471
7	43.4466234	-3.8875158
8	43.4563038	-3.8269123
9	43.4683464	-3.828673
10	43.465628	-3.7922339
11	43.4710797	-3.7061551
12	43.465268	-3.7810693
13	43.430396	-3.951352
14	43.4589961	-3.8460344
15	43.4543243	-3.9371863
16	43.4284545	-3.8136363
17	43.4740494	-3.8102337
18	43.4167954	-3.8073754
19	43.4709239	-3.8032584
20	43.4756173	-3.7067111
21	43.4218374	-3.7757731
22	43.4873901	-3.8113033
23	43.1596419	-3.8191945
24	43.4368243	-3.8761572
25	43.434595	-3.7490654
26	43.4612635	-3.8524526
27	43.4490218	-3.8519035
28	43.4503089	-3.8681107
29	43.446458	-3.8595819
30	43.4510928	-3.9509485
31	43.4127938	-3.770706
32	43.4876128	-3.8257032
33	43.4604427	-3.8265457
34	43.4592737	-3.8353739
35	43.4282278	-3.8368454
36	43.4010446	-3.7009319
37	43.4570174	-3.8307751
38	43.4615024	-3.8075444
39	43.4353478	-3.8383809
40	43.4546127	-3.8325288
41	43.407541	-3.705628
42	43.4670772	-3.8895252
43	43.4522929	-3.9646293
44	43.461438	-3.706814
45	43.406402	-3.699972
46	43.4129609	-3.7423205
47	43.4593341	-3.8314074
48	43.4616814	-3.8358619
49	43.4604701	-3.859996
50	43.40424	-3.721186
51	43.4298675	-3.8198603
52	43.474802	-3.7850923
53	43.4589061	-3.8463967
54	43.4643503	-3.8126628
55	43.4335424	-3.9174527
56	43.4687809	-3.9440416
57	43.4655811	-3.9265466
58	43.463806	-3.8298245
59	43.458432	-3.6979807
60	43.4377961	-3.8460403
61	43.4393107	-3.8399131
62	43.4188385	-3.7859723
63	43.4265888	-3.8538601
64	43.425141	-3.8310308
65	43.4544505	-3.8725095
66	43.3986488	-3.8900429
67	43.4208784	-3.8384209
68	43.4628309	-3.7922667
69	43.4554114	-3.8495789
70	43.470128	-3.8781528
71	43.4810869	-3.8243904
72	43.4721256	-3.7951895
73	43.4289179	-3.8623451
74	43.4547932	-3.8321724
75	43.4650521	-3.7248952
76	43.400635	-3.704279
77	43.4690966	-3.7702334
78	43.435361	-3.914272
79	43.4634553	-3.8665059
80	43.4150759	-3.9090659
81	43.4620561	-3.8231746
82	43.4569995	-3.8223486
83	43.4628301	-3.8219444
84	43.4853605	-3.8287564
85	43.4740314	-3.70079
86	43.4552284	-3.8510026
87	43.4459254	-3.9470814
88	43.4451765	-3.8533566
89	43.4067214	-3.8373991
90	43.4626724	-3.8596627
91	43.4703047	-3.8864365
92	43.4389993	-3.86117
93	43.4181226	-3.8206212
94	43.4551593	-3.9053584
